Recipe ID	Recipe Name	Ingredients	Instructions	Total GHG	Energy (g)
239	Dashi-flavored Salmon Chan Chan Yaki	Other seasoning: 0, Butter: 10, Sugar: 3, Edible oil: 8, Onion: 200, Other root vegetables: 10, Other alcohol: 15, Flavor seasoning: 9, Cabbage: 200, Bean sprout: 250, Miso: 54, Salmon: 400	['(1) Sprinkle low-salt hon-dashi on both sides of the salmon. ', '(2) Cut the cabbage into 3cm cubes, cut the onion in half lengthwise, remove the core, and cut into 5mm-wide slices. Slice the garlic thinly. ', '(3) Mix A together to make mixed miso. ', '(4) Heat 1 teaspoon of oil in a frying pan, add the salmon from (1), fry until both sides are fragrant and brown, then remove to a plate. ', '(5) Wipe the frying pan clean with kitchen paper, add 1 teaspoon of oil and heat, add the cabbage, onion, garlic, and bean sprouts from (2) and mix. ', 'Place the combined miso from (6) and (3) in several places, cover, and steam-fry over medium-low heat for about 7 minutes, stirring occasionally to ensure even cooking. ', ' (7) Make a hole in the center of the frying pan, add the salmon from (4) back in, cover, and steam-fry for about 3 minutes. Spread pieces of butter on top of the salmon. Sprinkle with chili pepper if you like. ', '*You can serve it on the table in a frying pan, or serve it on a plate. ']	686.41	243.06
240	Salmon Mayo Foil Grilling	Other alcohol: 15, Flavor seasoning: 1.5, Mayonnaise: 30, Cheese: 12, Enoki: 100, Salmon: 200	['(1) Cut the roots of the enoki mushrooms and cut them in half lengthwise. ', '(2) Place in aluminum foil, place the enoki mushrooms from (1) in that order, then cheese, cover with mixture A, wrap, and bake in a toaster oven for 7 to 8 minutes. ']	701.52	263.21
241	Teriyaki Salmon	Other seasoning: 0, Edible oil: 6, Other alcohol: 5, Salt: 0, Soy sauce: 6, Flavor seasoning: 1.5, Salmon: 200	['(1) Cut the raw salmon into bite-sized pieces and sprinkle with salt and pepper. ', '(2) A. Mix ``Hondashi''. ', ' (3) Heat sesame oil in a frying pan, fry the salmon from (1) on both sides, then add (2) and toss to coat. ']	556.93	156.88
242	Salmon and Radish	Water: 300, Other seasoning: 27, Other leafy vegetables: 0, Sugar: 4.5, Other root vegetables: 4, Flavor seasoning: 3, White Radish: 450, Miso: 27, Salmon: 400	['(1) Cut the salmon into bite-sized pieces. Cut the radish into 1cm-wide half-moons, and cut the radish leaves into 1cm-wide pieces. ', '(2) Put the radish from (1) and A into a pot, bring to a boil, cover and simmer for 5 minutes. Add B and dissolve. Add the salmon and ginger from (1), cover with a lid, and simmer for another 15 to 20 minutes. ', '(3) Add the radish leaves from (1) and boil quickly. ']	642.66	175.68
243	Steamed Salmon in Microwave	Water: 5, Other seasoning: 0, Butter: 10, Onion: 40, Salt: 0, Flavor seasoning: 0.6625, Enoki: 50, Salmon: 100	['(1) Cut off about 3cm of the base of the enoki mushrooms and loosen them, and cut the onions into 5mm-wide thin slices. ', '(2) Place the salmon on a heat-resistant plate and surround it with the enoki mushrooms and onions from (1). Pour the mixture A over the salmon, then tear off the butter and put it on the salmon and vegetables. ', '(3) Cover with plastic wrap and heat in the microwave (600W) for 2 minutes and 30 seconds. ']	719.30	221.96
244	Salmon Nanban Marinade	Water: 100, Sugar: 27, Edible oil: 0, Onion: 150, Salt: 5, Soy sauce: 36, Flavor seasoning: 0.75, Carrot: 30, Vinegar: 200, Other vegetables: 0.5, Wheat flour: 0, Salmon: 300	['(1) Slice the onions thinly. Slice the carrots into 4cm lengths, and remove the seeds from the red chili peppers and cut them into small pieces. ', '(2) Mix A in a vat and add onions, carrots, and red pepper from (1). ', '(3) Remove the bones from the salmon, cut into 1-2cm thick pieces, and sprinkle with salt. Coat with flour, fry in oil at 170℃ for 2 to 3 minutes until crispy, and dip in (2) while still hot. ', '*Please enjoy chilled to your preference. ']	505.52	159.89
245	Salmon Grilled with Soy Sauce and Wasabi	Water: 22.5, Edible oil: 6, Other root vegetables: 6, Other alcohol: 22.5, Soy sauce: 18, Green pepper: 70, Other mushroom: 60, Salted Salmon: 130	['(1) Cut the salmon diagonally into thirds. Cut the king king mushroom vertically into quarters. If it's long, cut it in half. Cut the peppers in half lengthwise and into 1cm-wide slices diagonally. ', '(2) Heat sesame oil in a frying pan and fry the salmon, king king mushroom, and green pepper from (1). When it softens, add A and stir. ']	364.26	185.12
246	Meunière of Salmon	Other seasoning: 0, Butter: 48, Other leafy vegetables: 0, Edible oil: 12, Other citrus fruits: 60, Salt: 0, Flavor seasoning: 5.3, Potato: 450, Wheat flour: 0, Broccoli: 50, Salmon: 260	['(1) Sprinkle consomme on both sides of the salmon and sprinkle with flour. ', '(2) Heat A in a frying pan, fry both sides of the salmon from (1) over medium heat until golden brown, reduce heat to low, cover, and steam-fry for about 3 minutes. ', '(3) Peel the potatoes, cut them into 3 equal parts, soak in water for about 10 minutes, and drain. Place in a pot, add water from the hitahita and heat. Once it comes to a boil, reduce the heat to low, cover and boil for about 10 minutes until tender, then drain in a colander. ', '(4) Heat the empty pot, add the potatoes from (3) back in, shake the pot to dust with flour, and sprinkle with salt. ', '(5) Divide the broccoli into small florets, boil them with salt, and drain them in a colander. ', '(6) Place the salmon from (2) in a bowl, top with lemon, garnish with (4) powdered sweet potatoes (sprinkle paprika), and (5) broccoli, sprinkle with browned butter, and sprinkle with parsley. . ', '*Burnt butter is when you put butter in a small pot and heat it over low heat until fine bubbles form. ']	616.97	260.16
247	Salmon Cheese Wrap Grill	Other seasoning: 0, Onion: 50, Salt: 0, Tomato: 87.5, Cheese: 40, Broccoli: 50, Salmon: 200	['(1) Sprinkle a little "Ajishio" and coarsely ground pepper on the salmon. ', '(2) Slice the onion thinly, and boil the broccoli in small florets. Cut tomatoes into wedges. ', '(3) Divide the salmon from (1) and the vegetables from (2) into equal parts and place them on a cooking sheet, sprinkle with a little ``Ajishio'', sprinkle with cheese, and wrap. ', '(4) Arrange (3) on a frying pan, heat, cover, and simmer for 6 to 7 minutes. ']	799.97	201.54
248	Cod Acqua Pazza	Water: 200, Edible oil: 12, Other root vegetables: 10, Flavor seasoning: 5.3, Tomato: 90, Broccoli: 90, Other fresh fish: 200, Clams: 100	['(1) Soak the clams in salt water to remove sand, rub the shells together and wash thoroughly (outside of business hours). ', '(2) Put olive oil and garlic in a frying pan and heat over low heat. When the aroma comes out, add cod, clams from (1), cherry tomatoes, broccoli, and A. Cover with a lid and steam-fry for about 10 minutes. . ']	929.04	169.81
249	Fish in Snowfall Dressing	Other seasoning: 18, Other leafy vegetables: 40, Edible oil: 6, Soy sauce: 18, Flavor seasoning: 1.5, Other dried food/seaweed: 0, White Radish: 300, Tomato: 60, Other fresh fish: 200	['(1) Sprinkle the cod lightly with potato starch. Grate the radish and cut the mizuna into 5cm lengths. ', '(2) Heat oil in a frying pan, add the cod from (1) and fry both sides. Add cherry tomatoes to the empty spaces and grill them, and once the skins have burst, remove the cherry tomatoes. ', '(3) When the cod is well browned, cover with a lid and steam-fry on low heat for 4 minutes, then serve on a plate. ', '(4) Add the grated daikon radish from (1) and A to a frying pan, bring to a boil, make a grated sauce, add the cherry tomatoes from (2) back in, and quickly pass through the mizuna (mizuna) from (1). ', '(5) Add the cherry tomatoes and mizuna from (4) to (3), and sprinkle with the grated sauce from (4). ']	691.29	161.85
250	White Fish and King Oyster Mushroom Stir-fried in Butter Soy Sauce	Water: 50, Butter: 10, Edible oil: 4, Soy sauce: 3, Green onion: 0, Dried soup: 1.25, Other mushroom: 100, Other fresh fish: 200	['(1) Cut the cod into 3 equal parts. If the eringi mushrooms are long, cut them in half lengthwise and then into 4 pieces vertically. ', '(2) Heat oil in a frying pan, add the cod from (1) and fry. When both sides are browned, move them to the edge of the frying pan, add the king king mushrooms from (1) to the empty part, and stir-fry. ', '(3) Add A, shake the frying pan to mix everything, then add the butter. Once the butter has melted, add soy sauce from the bottom of the pan and stir-fry. ', '(4) Place in a bowl and sprinkle with small onions. ']	663.21	140.49
251	Simple Acqua Pazza	Other seasoning: 0, Other leafy vegetables: 0, Edible oil: 12, Onion: 40, Other root vegetables: 10, Salt: 0, Flavor seasoning: 1.325, Potato: 80, Tomato: 60, Wine: 30, Other Salted Dried Seafood: 200	['(1) Cut a piece of cod in half. Cut cherry tomatoes in half lengthwise. Cut the potatoes into thin half-moons, and the onions into thin slices. ', '(2) Add ``consomme'' and A to a bowl and mix. ', '(3) Arrange the potatoes, onions, and garlic from (1) on a heat-resistant plate, top with the cod and cherry tomatoes from (1), and drizzle with olive oil (2). ', '(4) Cover with plastic wrap and heat in the microwave (600W) for 6 to 7 minutes. ', '(5) Place in a bowl, sprinkle with black pepper, and sprinkle with Italian parsley. ']	473.69	168.08
252	Teriyaki White Fish	Other seasoning: 9, Edible oil: 4, Other root vegetables: 0, Other alcohol: 15, Soy sauce: 9, Flavor seasoning: 1.5, Green pepper: 35, Other fresh fish: 200	['(1) Cut the cod in half. Cut the peppers vertically into 5mm wide pieces. ', '(2) Heat oil in a frying pan and fry the cod from (1) from the skin side up, then flip it over when browned. Stir-fry the green peppers from (1) in an empty space, add A, and stir-fry with the cod. ', '(3) Add wasabi and place in a bowl. ', '*You can also use other white fish instead of cod. ']	554.95	115.28
253	Chawanmushi (Steamed Egg Custard)	Water: 500, Other alcohol: 5, Salt: 2.5, Soy sauce: 6, Flavor seasoning: 1.5, Egg: 180, Dried Mushroom: 20, Other vegetables: 20, Shrimp: 180, Chicken: 50	['(1) Cut the chicken into 2cm cubes. Peel the shrimp, remove the deveining with a bamboo skewer, and quickly blanch in boiling water. Thinly slice the shiitake mushrooms and cut the mitsuba into 3cm lengths. ', '(2) Put A into a small pot, heat until steam comes out, make stock, and remove from heat. ', '(3) Crack the eggs into a bowl and carefully beat them, as if cutting the whites. (2) Add the dashi stock little by little, mix, and strain through a strainer. Place the chicken, shrimp, shiitake mushrooms, and mitsuba from (1) in a bowl, and pour in the egg mixture evenly. ', '(4) Spread a dish towel in a pot, put the container from (3) in, and pour boiling water to half the height of the container. Place the lid wrapped in a dish towel slightly ajar and place over medium heat. ', '(5) Once it boils, steam for about 3 minutes, then reduce the heat to very low and steam for about 20 minutes. Insert a bamboo skewer into it and remove it as soon as clear juice comes out. ']	610.37	105.99
254	Handmade! Chili Sauce Stir-fried Shrimp (Gan Shao Xia Ren)	Water: 75, Other seasoning: 5, Sugar: 3, Edible oil: 15, Other root vegetables: 4, Other alcohol: 15, Salt: 1.25, Green onion: 50, Other dried food/seaweed: 19.5, Dried soup: 2.5, Other vegetables: 0, Ketchup: 45, Shrimp: 350	['(1) Devein the shrimp, wash with water, and wipe dry. Roughly chop the green onions. ', '(2) Put A into a bowl and mix to make a combined seasoning. ', '(3) Sprinkle potato starch on the shrimp from (1). ', '(4) Heat oil in a frying pan, add garlic and stir-fry until fragrant. Add shrimp from (3) and stir-fry to loosen. When the shrimp change color, add the aged bean sauce and stir-fry. ', '(5) Add the green onions from (1) and stir-fry quickly, sprinkle with sake, add the seasonings from (2) and stir-fry until thickened. ', '(6) Place in a bowl, drizzle with sesame oil, and garnish with coriander. ']	761.73	129.76
255	Paella	Rice: 170, Water: 300, Other seasoning: 1, Edible oil: 18, Onion: 50, Other root vegetables: 10, Salt: 2.5, Flavor seasoning: 2.65, Green pepper: 35, Tomato: 80, Shrimp: 70, Clams: 120	['(1) Wash the rice and drain it in a colander. ', '(2) Finely chop the onions and garlic. Cut the peppers into 1cm cubes. Remove the sand from the clams and devein the shrimp. ', '(3) Add 1/2 tablespoon of olive oil and the garlic from (2) to a frying pan, heat over low heat, and when it becomes fragrant, add the shrimp from (2) and fry quickly. ', '(4) Add 1 tablespoon of olive oil to a frying pan and fry the onions and green peppers from (2). When they become soft, add the boiled tomatoes and boil for 1 to 2 minutes. ', '(5) Add A and bring to a boil. Add rice from (1) and simmer over low heat for about 3 minutes. Add shrimp from (3) and clams from (2), cover, and simmer over low heat for 15 minutes. . Remove the lid and evaporate the moisture on low heat. ']	883.34	429.49
256	Octopus Rice Cooked in Broth	Rice: 300, Water: 0, Other root vegetables: 20, Other alcohol: 15, Salt: 0, Soy sauce: 36, Flavor seasoning: 8, Green bean: 50, Octopus: 150	['(1) Wash the rice, soak it in water for at least 30 minutes (outside of that time), and drain it in a colander. ', '(2) Cut the octopus into 1.5cm wide pieces. Cut the ginger into thin slices. ', '(3) Put the rice from (1) and A into a rice cooker, pour water up to the 2 cup mark, add the octopus and edamame from (2), and cook (overtime). ', '(4) When the rice is cooked, add the ginger from (2) and mix gently. ', '*For 3 cups of rice, use 1.5 times the ingredients, and for 4 cups of rice, double the ingredients. ']	524.63	313.81
257	Whole Chicken Fluffy Egg Cabbage Soup	Water: 600, Cabbage: 120, Dried soup: 7.5, Egg: 120	['(1) Cut the cabbage into chunks. ', '(2) Put the cabbage from A and (1) into a pot, heat, and simmer until slightly softened. Add the beaten eggs to the boiling water and stir slowly. \t']	59.16	42.12
258	Addictive! Infinite Cabbage	Edible oil: 6, Cabbage: 250, Other dried food/seaweed: 3, Dried soup: 5	['(1) Tear the cabbage into easy-to-eat pieces and dry with A. ']	44.90	29.13
259	Cabbage and Egg Soup Vegetable	Water: 300, Flavor seasoning: 5.3, Cabbage: 100, Egg: 120, Broccoli: 100, Bacon: 25	['(1) Cut the cabbage into chunks. Divide the broccoli into florets. Cut the bacon into 3-4cm wide pieces. ', '(2) Put the cabbage, broccoli, bacon, and A from (1) into a pot, heat, bring to a boil, then lower the heat and simmer until the vegetables are cooked. ', '(3) Crack in the eggs one at a time, cover and simmer over low heat for about 2-3 minutes. ']	244.03	153.37
